telemetry.time,deviceId,telemetry.co2,enqueuedTime
2022-09-29T07:08:17.0000000,DA00110036,488,2022-09-29T07:15:29.0000000
2022-09-29T07:11:46.0000000,DA00110036,492,2022-09-29T07:15:29.0000000
2022-09-29T07:02:26.0000000,DA00100001,470,2022-09-29T07:15:50.0000000
2022-09-29T07:00:29.0000000,DA00110032,474,2022-09-29T07:15:17.0000000
2022-09-29T07:13:31.0000000,DA00110045,487,2022-09-29T07:15:47.0000000
2022-09-29T07:12:25.0000000,DA00110045,494,2022-09-29T07:15:47.0000000
2022-09-29T07:11:08.0000000,DA00110045,487,2022-09-29T07:15:47.0000000
2022-09-29T07:07:27.0000000,DA00110045,495,2022-09-29T07:15:47.0000000
2022-09-29T07:08:44.0000000,DA00110045,472,2022-09-29T07:15:47.0000000
2022-09-29T07:09:50.0000000,DA00110045,490,2022-09-29T07:15:47.0000000
2022-09-29T07:06:20.0000000,DA00110045,476,2022-09-29T07:15:47.0000000
2022-09-29T07:05:03.0000000,DA00110045,487,2022-09-29T07:15:47.0000000
2022-09-29T07:03:46.0000000,DA00110045,487,2022-09-29T07:15:46.0000000
2022-09-29T07:10:03.0000000,DA00110044,464,2022-09-29T07:15:44.0000000
2022-09-29T07:12:12.0000000,DA00110041,529,2022-09-29T07:15:38.0000000
2022-09-29T07:13:26.0000000,DA00110041,547,2022-09-29T07:15:38.0000000
2022-09-29T07:06:20.0000000,DA00110041,517,2022-09-29T07:15:38.0000000
2022-09-29T07:05:15.0000000,DA00110041,519,2022-09-29T07:15:38.0000000
2022-09-29T07:02:55.0000000,DA00110041,503,2022-09-29T07:15:38.0000000
2022-09-29T07:04:00.0000000,DA00110041,486,2022-09-29T07:15:38.0000000
2022-09-29T07:00:35.0000000,DA00110041,478,2022-09-29T07:15:38.0000000
2022-09-29T07:01:40.0000000,DA00110041,494,2022-09-29T07:15:38.0000000
2022-09-29T07:13:32.0000000,DA00110035,489,2022-09-29T07:15:26.0000000
2022-09-29T07:11:11.0000000,DA00110035,468,2022-09-29T07:15:26.0000000
2022-09-29T07:09:57.0000000,DA00110035,453,2022-09-29T07:15:26.0000000
2022-09-29T07:08:52.0000000,DA00110035,453,2022-09-29T07:15:26.0000000
2022-09-29T07:12:18.0000000,DA00110035,478,2022-09-29T07:15:26.0000000
2022-09-29T07:07:37.0000000,DA00110035,451,2022-09-29T07:15:26.0000000
2022-09-29T07:12:53.0000000,DA00110049,486,2022-09-29T07:15:23.0000000
2022-09-29T07:05:18.0000000,DA00110035,453,2022-09-29T07:15:26.0000000
2022-09-29T07:02:58.0000000,DA00110035,437,2022-09-29T07:15:26.0000000
2022-09-29T07:04:29.0000000,DA00110049,469,2022-09-29T07:15:23.0000000
2022-09-29T07:04:03.0000000,DA00110035,462,2022-09-29T07:15:26.0000000
2022-09-29T07:06:23.0000000,DA00110035,463,2022-09-29T07:15:26.0000000
2022-09-29T07:10:28.0000000,DA00110049,463,2022-09-29T07:15:23.0000000
2022-09-29T07:03:13.0000000,DA00110049,478,2022-09-29T07:15:23.0000000
2022-09-29T07:11:46.0000000,DA00110049,502,2022-09-29T07:15:23.0000000
2022-09-29T07:02:07.0000000,DA00110049,459,2022-09-29T07:15:23.0000000
2022-09-29T07:00:29.0000000,DA00110035,440,2022-09-29T07:15:25.0000000
2022-09-29T07:01:43.0000000,DA00110035,460,2022-09-29T07:15:26.0000000
2022-09-29T07:00:49.0000000,DA00110049,478,2022-09-29T07:15:23.0000000
2022-09-29T07:14:00.0000000,DA00110033,463,2022-09-29T07:15:20.0000000
2022-09-29T07:11:32.0000000,DA00110033,446,2022-09-29T07:15:20.0000000
2022-09-29T07:12:46.0000000,DA00110033,460,2022-09-29T07:15:20.0000000
2022-09-29T07:10:26.0000000,DA00110033,446,2022-09-29T07:15:20.0000000
2022-09-29T07:09:12.0000000,DA00110033,450,2022-09-29T07:15:20.0000000
2022-09-29T07:06:52.0000000,DA00110033,450,2022-09-29T07:15:20.0000000
2022-09-29T07:08:07.0000000,DA00110033,444,2022-09-29T07:15:20.0000000
2022-09-29T07:05:38.0000000,DA00110033,458,2022-09-29T07:15:20.0000000
2022-09-29T07:04:32.0000000,DA00110033,462,2022-09-29T07:15:20.0000000
2022-09-29T07:03:18.0000000,DA00110033,451,2022-09-29T07:15:19.0000000
2022-09-29T07:00:58.0000000,DA00110033,446,2022-09-29T07:15:19.0000000
2022-09-29T07:02:13.0000000,DA00110033,442,2022-09-29T07:15:19.0000000
2022-09-29T07:09:35.0000000,DA00130003,531,2022-09-29T07:15:11.0000000
2022-09-29T07:10:53.0000000,DA00130003,518,2022-09-29T07:15:11.0000000
2022-09-29T07:03:38.0000000,DA00130003,483,2022-09-29T07:15:11.0000000
2022-09-29T07:02:31.0000000,DA00130003,472,2022-09-29T07:15:11.0000000
2022-09-29T07:01:12.0000000,DA00130003,468,2022-09-29T07:15:11.0000000
2022-09-29T06:58:14.0000000,DA00110034,475,2022-09-29T07:00:21.0000000
2022-09-29T06:58:43.0000000,DA00110047,450,2022-09-29T07:00:18.0000000
2022-09-29T06:56:58.0000000,DA00110034,470,2022-09-29T07:00:21.0000000
2022-09-29T06:55:41.0000000,DA00110034,460,2022-09-29T07:00:21.0000000
2022-09-29T06:54:34.0000000,DA00110034,445,2022-09-29T07:00:21.0000000
2022-09-29T06:58:42.0000000,DA00110043,446,2022-09-29T07:00:17.0000000
2022-09-29T06:58:25.0000000,AMNO-03,446,2022-09-29T07:00:21.0000000
2022-09-29T06:53:19.0000000,DA00110034,449,2022-09-29T07:00:21.0000000
2022-09-29T06:47:24.0000000,DA00110034,449,2022-09-29T07:00:21.0000000
2022-09-29T06:56:01.0000000,AMNO-03,444,2022-09-29T07:00:21.0000000
2022-09-29T06:54:49.0000000,AMNO-03,438,2022-09-29T07:00:20.0000000
2022-09-29T06:57:51.0000000,DA00110045,473,2022-09-29T07:00:17.0000000
2022-09-29T06:57:12.0000000,AMNO-03,433,2022-09-29T07:00:21.0000000
2022-09-29T06:53:38.0000000,AMNO-03,437,2022-09-29T07:00:20.0000000
2022-09-29T06:52:26.0000000,AMNO-03,419,2022-09-29T07:00:20.0000000
2022-09-29T06:51:15.0000000,AMNO-03,442,2022-09-29T07:00:20.0000000
2022-09-29T06:50:03.0000000,AMNO-03,438,2022-09-29T07:00:20.0000000
2022-09-29T06:48:52.0000000,AMNO-03,430,2022-09-29T07:00:20.0000000
2022-09-29T06:51:50.0000000,DA00100001,463,2022-09-29T07:00:17.0000000
2022-09-29T06:47:40.0000000,AMNO-03,428,2022-09-29T07:00:20.0000000
2022-09-29T06:46:29.0000000,AMNO-03,433,2022-09-29T07:00:20.0000000
2022-09-29T06:45:17.0000000,AMNO-03,422,2022-09-29T07:00:20.0000000
2022-09-29T06:58:26.0000000,AMNO-01,405,2022-09-29T07:00:20.0000000
2022-09-29T06:57:14.0000000,AMNO-01,403,2022-09-29T07:00:19.0000000
2022-09-29T06:58:40.0000000,DA00110037,463,2022-09-29T07:00:15.0000000
2022-09-29T06:58:40.0000000,DA00110036,446,2022-09-29T07:00:14.0000000
2022-09-29T06:56:03.0000000,AMNO-01,395,2022-09-29T07:00:19.0000000
2022-09-29T06:54:51.0000000,AMNO-01,399,2022-09-29T07:00:19.0000000
2022-09-29T06:53:37.0000000,AMNO-01,389,2022-09-29T07:00:19.0000000
2022-09-29T06:52:26.0000000,AMNO-01,395,2022-09-29T07:00:19.0000000
2022-09-29T06:48:51.0000000,AMNO-01,392,2022-09-29T07:00:19.0000000
2022-09-29T06:51:14.0000000,AMNO-01,391,2022-09-29T07:00:19.0000000
2022-09-29T06:50:03.0000000,AMNO-01,389,2022-09-29T07:00:19.0000000
2022-09-29T06:47:40.0000000,AMNO-01,391,2022-09-29T07:00:19.0000000
2022-09-29T06:46:28.0000000,AMNO-01,393,2022-09-29T07:00:19.0000000
2022-09-29T06:45:17.0000000,AMNO-01,392,2022-09-29T07:00:19.0000000
2022-09-29T06:57:38.0000000,DA00110047,449,2022-09-29T07:00:18.0000000
2022-09-29T06:55:18.0000000,DA00110047,470,2022-09-29T07:00:18.0000000
2022-09-29T06:56:23.0000000,DA00110047,460,2022-09-29T07:00:18.0000000
2022-09-29T06:52:50.0000000,DA00110047,436,2022-09-29T07:00:18.0000000
2022-09-29T06:54:03.0000000,DA00110047,443,2022-09-29T07:00:18.0000000
2022-09-29T06:45:51.0000000,DA00110047,430,2022-09-29T07:00:17.0000000
2022-09-29T06:46:56.0000000,DA00110047,451,2022-09-29T07:00:18.0000000
2022-09-29T06:49:24.0000000,DA00110047,442,2022-09-29T07:00:18.0000000
2022-09-29T06:50:30.0000000,DA00110047,436,2022-09-29T07:00:18.0000000
2022-09-29T06:51:45.0000000,DA00110047,436,2022-09-29T07:00:18.0000000
2022-09-29T06:48:09.0000000,DA00110047,447,2022-09-29T07:00:18.0000000
2022-09-29T06:45:51.0000000,DA00100001,457,2022-09-29T07:00:17.0000000
2022-09-29T06:54:21.0000000,DA00110045,462,2022-09-29T07:00:17.0000000
2022-09-29T06:55:27.0000000,DA00110045,466,2022-09-29T07:00:17.0000000
2022-09-29T06:53:03.0000000,DA00110045,472,2022-09-29T07:00:17.0000000
2022-09-29T06:56:45.0000000,DA00110045,463,2022-09-29T07:00:17.0000000
2022-09-29T06:50:38.0000000,DA00110045,450,2022-09-29T07:00:17.0000000
2022-09-29T06:51:45.0000000,DA00110045,452,2022-09-29T07:00:17.0000000
2022-09-29T06:56:22.0000000,DA00110043,489,2022-09-29T07:00:16.0000000
2022-09-29T06:56:35.0000000,DA00110040,491,2022-09-29T07:00:15.0000000
2022-09-29T06:57:27.0000000,DA00110043,451,2022-09-29T07:00:16.0000000
2022-09-29T06:55:08.0000000,DA00110043,477,2022-09-29T07:00:16.0000000
2022-09-29T06:58:06.0000000,DA00110041,487,2022-09-29T07:00:15.0000000
2022-09-29T06:54:02.0000000,DA00110043,470,2022-09-29T07:00:16.0000000
2022-09-29T06:50:28.0000000,DA00110043,475,2022-09-29T07:00:16.0000000
2022-09-29T06:52:48.0000000,DA00110043,498,2022-09-29T07:00:16.0000000
2022-09-29T06:51:42.0000000,DA00110043,471,2022-09-29T07:00:16.0000000
2022-09-29T06:48:08.0000000,DA00110043,453,2022-09-29T07:00:16.0000000
2022-09-29T06:49:14.0000000,DA00110043,483,2022-09-29T07:00:16.0000000
2022-09-29T06:57:01.0000000,DA00110041,483,2022-09-29T07:00:15.0000000
2022-09-29T06:55:46.0000000,DA00110041,480,2022-09-29T07:00:15.0000000
2022-09-29T06:46:54.0000000,DA00110043,447,2022-09-29T07:00:16.0000000
2022-09-29T06:54:41.0000000,DA00110041,476,2022-09-29T07:00:15.0000000
2022-09-29T06:53:27.0000000,DA00110041,483,2022-09-29T07:00:15.0000000
2022-09-29T06:45:49.0000000,DA00110043,453,2022-09-29T07:00:16.0000000
2022-09-29T06:52:12.0000000,DA00110041,463,2022-09-29T07:00:15.0000000
2022-09-29T06:46:21.0000000,DA00110041,467,2022-09-29T07:00:15.0000000
2022-09-29T06:45:16.0000000,DA00110041,463,2022-09-29T07:00:15.0000000
2022-09-29T06:56:16.0000000,DA00110037,446,2022-09-29T07:00:14.0000000
2022-09-29T06:57:35.0000000,DA00110037,461,2022-09-29T07:00:15.0000000
2022-09-29T06:48:56.0000000,DA00110037,441,2022-09-29T07:00:14.0000000
2022-09-29T06:45:17.0000000,DA00110037,429,2022-09-29T07:00:14.0000000
2022-09-29T06:47:51.0000000,DA00110037,436,2022-09-29T07:00:14.0000000
2022-09-29T06:46:33.0000000,DA00110037,446,2022-09-29T07:00:14.0000000
2022-09-29T06:54:58.0000000,DA00110037,442,2022-09-29T07:00:14.0000000
2022-09-29T06:50:14.0000000,DA00110037,436,2022-09-29T07:00:14.0000000
2022-09-29T06:52:35.0000000,DA00110037,450,2022-09-29T07:00:14.0000000
2022-09-29T06:51:30.0000000,DA00110037,438,2022-09-29T07:00:14.0000000
2022-09-29T06:53:53.0000000,DA00110037,446,2022-09-29T07:00:14.0000000
2022-09-29T06:49:02.0000000,DA00110036,446,2022-09-29T07:00:13.0000000
2022-09-29T06:57:23.0000000,DA00110036,457,2022-09-29T07:00:14.0000000
2022-09-29T06:45:25.0000000,DA00110036,449,2022-09-29T07:00:13.0000000
2022-09-29T06:56:17.0000000,DA00110036,452,2022-09-29T07:00:13.0000000
2022-09-29T06:46:42.0000000,DA00110036,464,2022-09-29T07:00:13.0000000
2022-09-29T06:55:00.0000000,DA00110036,453,2022-09-29T07:00:13.0000000
2022-09-29T06:47:48.0000000,DA00110036,448,2022-09-29T07:00:13.0000000
2022-09-29T06:54:37.0000000,DA00110035,432,2022-09-29T07:00:13.0000000
2022-09-29T06:53:32.0000000,DA00110035,432,2022-09-29T07:00:13.0000000
2022-09-29T06:52:17.0000000,DA00110035,465,2022-09-29T07:00:13.0000000
2022-09-29T06:49:57.0000000,DA00110035,454,2022-09-29T07:00:13.0000000
2022-09-29T06:51:12.0000000,DA00110035,428,2022-09-29T07:00:13.0000000
2022-09-29T06:58:25.0000000,DA00110049,482,2022-09-29T07:00:12.0000000
2022-09-29T06:46:23.0000000,DA00110035,450,2022-09-29T07:00:12.0000000
2022-09-29T06:58:41.0000000,DA00110031,464,2022-09-29T07:00:10.0000000
2022-09-29T06:45:17.0000000,DA00110035,431,2022-09-29T07:00:12.0000000
2022-09-29T06:48:52.0000000,DA00110035,447,2022-09-29T07:00:13.0000000
2022-09-29T06:58:38.0000000,DA00110033,452,2022-09-29T07:00:11.0000000
2022-09-29T06:55:13.0000000,DA00130003,464,2022-09-29T07:00:09.0000000
2022-09-29T06:47:38.0000000,DA00110035,443,2022-09-29T07:00:12.0000000
2022-09-29T06:58:05.0000000,DA00110032,468,2022-09-29T07:00:10.0000000
2022-09-29T06:57:24.0000000,DA00110033,437,2022-09-29T07:00:11.0000000
2022-09-29T06:57:07.0000000,DA00110049,481,2022-09-29T07:00:12.0000000
2022-09-29T06:50:03.0000000,DA00110049,438,2022-09-29T07:00:12.0000000
2022-09-29T06:51:10.0000000,DA00110049,453,2022-09-29T07:00:12.0000000
2022-09-29T06:48:46.0000000,DA00110049,437,2022-09-29T07:00:12.0000000
2022-09-29T06:47:39.0000000,DA00110049,453,2022-09-29T07:00:12.0000000
2022-09-29T06:46:22.0000000,DA00110049,459,2022-09-29T07:00:12.0000000
2022-09-29T06:56:19.0000000,DA00110033,449,2022-09-29T07:00:11.0000000
2022-09-29T06:55:04.0000000,DA00110033,437,2022-09-29T07:00:11.0000000
2022-09-29T06:53:59.0000000,DA00110033,447,2022-09-29T07:00:11.0000000
2022-09-29T06:50:24.0000000,DA00110033,450,2022-09-29T07:00:11.0000000
2022-09-29T06:49:09.0000000,DA00110033,438,2022-09-29T07:00:11.0000000
2022-09-29T06:52:43.0000000,DA00110033,452,2022-09-29T07:00:11.0000000
2022-09-29T06:51:30.0000000,DA00110033,451,2022-09-29T07:00:11.0000000
2022-09-29T06:48:04.0000000,DA00110033,444,2022-09-29T07:00:11.0000000
2022-09-29T06:45:35.0000000,DA00110033,436,2022-09-29T07:00:10.0000000
2022-09-29T06:46:51.0000000,DA00110033,435,2022-09-29T07:00:10.0000000
2022-09-29T06:56:59.0000000,DA00110032,481,2022-09-29T07:00:10.0000000
2022-09-29T06:57:27.0000000,DA00110031,464,2022-09-29T07:00:10.0000000
2022-09-29T06:53:51.0000000,DA00110031,479,2022-09-29T07:00:10.0000000
2022-09-29T06:55:07.0000000,DA00110031,466,2022-09-29T07:00:10.0000000
2022-09-29T06:56:21.0000000,DA00110031,469,2022-09-29T07:00:10.0000000
2022-09-29T06:50:25.0000000,DA00110031,478,2022-09-29T07:00:09.0000000
2022-09-29T06:51:31.0000000,DA00110031,462,2022-09-29T07:00:09.0000000
2022-09-29T06:52:45.0000000,DA00110031,471,2022-09-29T07:00:10.0000000
2022-09-29T06:47:57.0000000,DA00110031,475,2022-09-29T07:00:09.0000000
2022-09-29T06:49:11.0000000,DA00110031,477,2022-09-29T07:00:09.0000000
2022-09-29T06:46:51.0000000,DA00110031,474,2022-09-29T07:00:09.0000000
2022-09-29T06:53:56.0000000,DA00130003,454,2022-09-29T07:00:09.0000000
2022-09-29T06:58:12.0000000,DA00130001,474,2022-09-29T07:00:09.0000000
2022-09-29T06:45:37.0000000,DA00110031,486,2022-09-29T07:00:09.0000000
2022-09-29T06:56:57.0000000,DA00130001,463,2022-09-29T07:00:09.0000000
2022-09-29T06:55:52.0000000,DA00130001,456,2022-09-29T07:00:09.0000000
2022-09-29T06:53:32.0000000,DA00130001,460,2022-09-29T07:00:08.0000000
2022-09-29T06:54:37.0000000,DA00130001,460,2022-09-29T07:00:08.0000000
2022-09-29T06:52:18.0000000,DA00130001,449,2022-09-29T07:00:08.0000000
2022-09-29T06:51:03.0000000,DA00130001,452,2022-09-29T07:00:08.0000000
2022-09-29T06:45:11.0000000,DA00130001,451,2022-09-29T07:00:08.0000000
2022-09-29T06:44:36.0000000,DA00110047,439,2022-09-29T06:45:23.0000000
2022-09-29T06:41:28.0000000,DA00110034,453,2022-09-29T06:45:26.0000000
2022-09-29T06:44:06.0000000,AMNO-03,418,2022-09-29T06:45:25.0000000
2022-09-29T06:44:05.0000000,AMNO-01,401,2022-09-29T06:45:24.0000000
2022-09-29T06:37:49.0000000,DA00110034,450,2022-09-29T06:45:26.0000000
2022-09-29T06:40:23.0000000,DA00110034,449,2022-09-29T06:45:26.0000000
2022-09-29T06:39:06.0000000,DA00110034,445,2022-09-29T06:45:26.0000000
2022-09-29T06:34:21.0000000,DA00110034,458,2022-09-29T06:45:26.0000000
2022-09-29T06:35:26.0000000,DA00110034,449,2022-09-29T06:45:26.0000000
2022-09-29T06:36:43.0000000,DA00110034,449,2022-09-29T06:45:26.0000000
2022-09-29T06:33:04.0000000,DA00110034,452,2022-09-29T06:45:25.0000000
2022-09-29T06:31:49.0000000,DA00110034,444,2022-09-29T06:45:25.0000000
2022-09-29T06:42:54.0000000,AMNO-03,419,2022-09-29T06:45:25.0000000
2022-09-29T06:41:43.0000000,AMNO-03,419,2022-09-29T06:45:25.0000000
2022-09-29T06:38:08.0000000,AMNO-03,413,2022-09-29T06:45:25.0000000
2022-09-29T06:40:31.0000000,AMNO-03,427,2022-09-29T06:45:25.0000000
2022-09-29T06:30:41.0000000,DA00110034,440,2022-09-29T06:45:25.0000000
2022-09-29T06:39:20.0000000,AMNO-03,407,2022-09-29T06:45:25.0000000
2022-09-29T06:36:57.0000000,AMNO-03,408,2022-09-29T06:45:25.0000000
2022-09-29T06:35:45.0000000,AMNO-03,404,2022-09-29T06:45:25.0000000
2022-09-29T06:33:22.0000000,AMNO-03,412,2022-09-29T06:45:25.0000000
2022-09-29T06:32:09.0000000,AMNO-03,403,2022-09-29T06:45:24.0000000
2022-09-29T06:34:34.0000000,AMNO-03,417,2022-09-29T06:45:25.0000000
2022-09-29T06:30:58.0000000,AMNO-03,411,2022-09-29T06:45:24.0000000
2022-09-29T06:44:32.0000000,DA00110043,439,2022-09-29T06:45:22.0000000
2022-09-29T06:42:54.0000000,AMNO-01,398,2022-09-29T06:45:24.0000000
2022-09-29T06:41:42.0000000,AMNO-01,396,2022-09-29T06:45:24.0000000
2022-09-29T06:40:30.0000000,AMNO-01,392,2022-09-29T06:45:24.0000000
2022-09-29T06:38:07.0000000,AMNO-01,400,2022-09-29T06:45:24.0000000
2022-09-29T06:39:18.0000000,AMNO-01,398,2022-09-29T06:45:24.0000000
2022-09-29T06:33:20.0000000,AMNO-01,396,2022-09-29T06:45:24.0000000
2022-09-29T06:35:44.0000000,AMNO-01,386,2022-09-29T06:45:24.0000000
2022-09-29T06:36:55.0000000,AMNO-01,384,2022-09-29T06:45:24.0000000
2022-09-29T06:34:32.0000000,AMNO-01,387,2022-09-29T06:45:24.0000000
2022-09-29T06:32:09.0000000,AMNO-01,392,2022-09-29T06:45:23.0000000
2022-09-29T06:30:58.0000000,AMNO-01,385,2022-09-29T06:45:23.0000000
2022-09-29T06:43:31.0000000,DA00110047,441,2022-09-29T06:45:23.0000000
2022-09-29T06:42:17.0000000,DA00110047,436,2022-09-29T06:45:23.0000000
2022-09-29T06:39:57.0000000,DA00110047,457,2022-09-29T06:45:23.0000000
2022-09-29T06:41:11.0000000,DA00110047,446,2022-09-29T06:45:23.0000000
2022-09-29T06:38:42.0000000,DA00110047,461,2022-09-29T06:45:23.0000000
2022-09-29T06:37:37.0000000,DA00110047,476,2022-09-29T06:45:23.0000000
2022-09-29T06:34:10.0000000,DA00110045,455,2022-09-29T06:45:22.0000000
2022-09-29T06:32:52.0000000,DA00110045,461,2022-09-29T06:45:22.0000000
2022-09-29T06:35:15.0000000,DA00110045,441,2022-09-29T06:45:22.0000000
2022-09-29T06:35:17.0000000,DA00110047,444,2022-09-29T06:45:23.0000000
2022-09-29T06:36:23.0000000,DA00110047,438,2022-09-29T06:45:23.0000000
2022-09-29T06:34:03.0000000,DA00110047,448,2022-09-29T06:45:23.0000000
2022-09-29T06:31:43.0000000,DA00110047,424,2022-09-29T06:45:22.0000000
2022-09-29T06:43:18.0000000,DA00110043,442,2022-09-29T06:45:22.0000000
2022-09-29T06:32:48.0000000,DA00110047,430,2022-09-29T06:45:22.0000000
2022-09-29T06:40:58.0000000,DA00110043,434,2022-09-29T06:45:22.0000000
2022-09-29T06:42:12.0000000,DA00110043,435,2022-09-29T06:45:22.0000000
2022-09-29T06:30:29.0000000,DA00110047,438,2022-09-29T06:45:22.0000000
2022-09-29T06:39:53.0000000,DA00110043,448,2022-09-29T06:45:22.0000000
2022-09-29T06:37:25.0000000,DA00110043,443,2022-09-29T06:45:22.0000000
2022-09-29T06:35:04.0000000,DA00110043,460,2022-09-29T06:45:21.0000000
2022-09-29T06:36:18.0000000,DA00110043,433,2022-09-29T06:45:21.0000000
2022-09-29T06:38:38.0000000,DA00110043,426,2022-09-29T06:45:22.0000000
2022-09-29T06:33:59.0000000,DA00110043,474,2022-09-29T06:45:21.0000000
2022-09-29T06:32:14.0000000,DA00110042,413,2022-09-29T06:45:21.0000000
2022-09-29T06:32:44.0000000,DA00110043,434,2022-09-29T06:45:21.0000000
2022-09-29T06:30:25.0000000,DA00110043,432,2022-09-29T06:45:21.0000000
2022-09-29T06:31:39.0000000,DA00110043,434,2022-09-29T06:45:21.0000000
2022-09-29T06:36:35.0000000,DA00110040,460,2022-09-29T06:45:17.0000000
2022-09-29T06:44:02.0000000,DA00110041,459,2022-09-29T06:45:18.0000000
2022-09-29T06:44:19.0000000,DA00110036,446,2022-09-29T06:45:14.0000000
2022-09-29T06:43:01.0000000,DA00110036,456,2022-09-29T06:45:13.0000000
2022-09-29T06:42:56.0000000,DA00110041,457,2022-09-29T06:45:18.0000000
2022-09-29T06:40:36.0000000,DA00110041,458,2022-09-29T06:45:18.0000000
2022-09-29T06:41:42.0000000,DA00110041,457,2022-09-29T06:45:18.0000000
2022-09-29T06:39:22.0000000,DA00110041,461,2022-09-29T06:45:18.0000000
2022-09-29T06:37:01.0000000,DA00110041,461,2022-09-29T06:45:18.0000000
2022-09-29T06:38:07.0000000,DA00110041,451,2022-09-29T06:45:18.0000000
2022-09-29T06:35:47.0000000,DA00110041,463,2022-09-29T06:45:18.0000000
2022-09-29T06:35:29.0000000,DA00110040,456,2022-09-29T06:45:17.0000000
