telemetry.time,telemetry.co2,deviceId
2022-11-03T08:18:29.0000000,494,DA00110036
2022-11-03T08:16:08.0000000,498,DA00110036
2022-11-03T08:27:33.0000000,485,DA00110035
2022-11-03T08:26:28.0000000,468,DA00110035
2022-11-03T08:28:51.0000000,473,DA00110035
2022-11-03T08:25:10.0000000,474,DA00110035
2022-11-03T08:23:52.0000000,461,DA00110035
2022-11-03T08:21:30.0000000,469,DA00110035
2022-11-03T08:22:47.0000000,461,DA00110035
2022-11-03T08:20:25.0000000,485,DA00110035
2022-11-03T08:19:09.0000000,458,DA00110035
2022-11-03T08:17:53.0000000,450,DA00110035
2022-11-03T08:15:31.0000000,467,DA00110035
2022-11-03T08:16:48.0000000,481,DA00110035
2022-11-03T08:17:49.0000000,489,DA00110049
2022-11-03T08:24:16.0000000,501,DA00110032
2022-11-03T08:21:53.0000000,501,DA00110032
2022-11-03T08:23:11.0000000,518,DA00110032
2022-11-03T08:15:55.0000000,493,DA00110032
2022-11-03T08:28:42.0000000,453,DA00110031
2022-11-03T08:27:26.0000000,477,DA00110031
2022-11-03T08:22:43.0000000,456,DA00110031
2022-11-03T08:23:49.0000000,455,DA00110031
2022-11-03T08:26:20.0000000,465,DA00110031
2022-11-03T08:25:03.0000000,455,DA00110031
2022-11-03T08:20:21.0000000,443,DA00110031
2022-11-03T08:21:26.0000000,447,DA00110031
2022-11-03T08:19:03.0000000,448,DA00110031
2022-11-03T08:17:48.0000000,447,DA00110031
2022-11-03T08:16:41.0000000,453,DA00110031
2022-11-03T08:15:25.0000000,440,DA00110031
2022-11-03T08:28:40.0000000,602,DA00130004
2022-11-03T08:18:05.0000000,540,DA00130004
2022-11-03T08:28:49.0000000,609,DA00130003
2022-11-03T08:26:13.0000000,607,DA00130003
2022-11-03T08:27:30.0000000,624,DA00130003
2022-11-03T08:23:50.0000000,628,DA00130003
2022-11-03T08:25:08.0000000,628,DA00130003
2022-11-03T08:21:28.0000000,600,DA00130003
2022-11-03T08:17:46.0000000,609,DA00130003
2022-11-03T08:20:10.0000000,609,DA00130003
2022-11-03T08:19:05.0000000,622,DA00130003
2022-11-03T08:22:45.0000000,625,DA00130003
2022-11-03T08:16:41.0000000,616,DA00130003
2022-11-03T08:15:24.0000000,593,DA00130003
2022-11-03T08:24:06.0000000,457,DA00130001
2022-11-03T08:23:01.0000000,442,DA00130001
2022-11-03T08:21:47.0000000,439,DA00130001
2022-11-03T08:20:41.0000000,440,DA00130001
2022-11-03T08:19:27.0000000,443,DA00130001
2022-11-03T08:18:21.0000000,444,DA00130001
2022-11-03T08:17:07.0000000,447,DA00130001
2022-11-03T08:15:53.0000000,445,DA00130001
2022-11-03T08:13:45.0000000,515,AMNO-03
2022-11-03T08:13:12.0000000,519,DA00110047
2022-11-03T08:04:31.0000000,507,DA00110034
2022-11-03T08:10:14.0000000,508,AMNO-03
2022-11-03T08:04:22.0000000,463,AMNO-03
2022-11-03T08:03:10.0000000,430,AMNO-03
2022-11-03T08:09:03.0000000,516,AMNO-03
2022-11-03T08:07:52.0000000,495,AMNO-03
2022-11-03T08:05:33.0000000,487,AMNO-03
2022-11-03T08:11:26.0000000,521,AMNO-03
2022-11-03T08:01:58.0000000,428,AMNO-03
2022-11-03T08:13:17.0000000,502,DA00110044
2022-11-03T08:08:29.0000000,514,DA00110047
2022-11-03T08:05:55.0000000,511,DA00110047
2022-11-03T08:09:34.0000000,511,DA00110047
2022-11-03T08:10:49.0000000,514,DA00110047
2022-11-03T08:07:12.0000000,505,DA00110047
2022-11-03T08:11:56.0000000,492,DA00110047
2022-11-03T08:13:29.0000000,555,DA00100001
2022-11-03T08:11:00.0000000,524,DA00100001
2022-11-03T08:12:14.0000000,528,DA00100001
2022-11-03T08:09:53.0000000,540,DA00100001
2022-11-03T08:08:38.0000000,525,DA00100001
2022-11-03T08:05:04.0000000,492,DA00100001
2022-11-03T08:06:17.0000000,480,DA00100001
2022-11-03T08:07:31.0000000,501,DA00100001
2022-11-03T08:03:57.0000000,496,DA00100001
2022-11-03T08:00:20.0000000,500,DA00100001
2022-11-03T08:01:37.0000000,496,DA00100001
2022-11-03T08:02:42.0000000,511,DA00100001
2022-11-03T08:12:09.0000000,472,DA00110045
2022-11-03T08:13:25.0000000,455,DA00110045
2022-11-03T08:11:03.0000000,482,DA00110045
2022-11-03T08:09:47.0000000,481,DA00110045
2022-11-03T08:08:41.0000000,475,DA00110045
2022-11-03T08:07:27.0000000,478,DA00110045
2022-11-03T08:06:07.0000000,471,DA00110045
2022-11-03T08:03:46.0000000,470,DA00110045
2022-11-03T08:02:41.0000000,478,DA00110045
2022-11-03T08:05:02.0000000,481,DA00110045
2022-11-03T08:10:46.0000000,482,DA00110044
2022-11-03T08:12:01.0000000,503,DA00110044
2022-11-03T08:13:50.0000000,537,DA00110042
2022-11-03T08:00:09.0000000,473,DA00110045
2022-11-03T08:01:27.0000000,478,DA00110045
2022-11-03T08:08:24.0000000,488,DA00110044
2022-11-03T08:09:41.0000000,474,DA00110044
2022-11-03T08:12:59.0000000,515,DA00110040
2022-11-03T08:11:54.0000000,530,DA00110040
2022-11-03T08:10:40.0000000,507,DA00110040
2022-11-03T08:09:25.0000000,524,DA00110040
2022-11-03T08:13:48.0000000,505,DA00110036
2022-11-03T08:06:05.0000000,489,DA00110044
2022-11-03T08:07:19.0000000,488,DA00110044
2022-11-03T08:02:29.0000000,466,DA00110044
2022-11-03T08:01:24.0000000,459,DA00110044
2022-11-03T08:03:44.0000000,491,DA00110044
2022-11-03T08:04:49.0000000,484,DA00110044
2022-11-03T08:00:10.0000000,470,DA00110044
2022-11-03T08:13:49.0000000,472,DA00110041
2022-11-03T08:11:29.0000000,499,DA00110042
2022-11-03T08:12:34.0000000,521,DA00110042
2022-11-03T08:09:09.0000000,514,DA00110042
2022-11-03T08:07:55.0000000,510,DA00110042
2022-11-03T08:06:40.0000000,499,DA00110042
2022-11-03T08:10:15.0000000,519,DA00110042
2022-11-03T08:05:35.0000000,499,DA00110042
2022-11-03T08:02:01.0000000,489,DA00110042
2022-11-03T08:00:48.0000000,487,DA00110042
2022-11-03T08:04:21.0000000,497,DA00110042
2022-11-03T08:03:15.0000000,507,DA00110042
2022-11-03T08:11:25.0000000,467,DA00110041
2022-11-03T08:12:30.0000000,466,DA00110041
2022-11-03T08:10:10.0000000,475,DA00110041
2022-11-03T08:08:52.0000000,471,DA00110041
2022-11-03T08:08:20.0000000,506,DA00110040
2022-11-03T08:07:05.0000000,504,DA00110040
2022-11-03T08:05:58.0000000,499,DA00110040
2022-11-03T08:04:45.0000000,495,DA00110040
2022-11-03T08:03:30.0000000,498,DA00110040
2022-11-03T08:01:11.0000000,501,DA00110040
2022-11-03T08:02:25.0000000,506,DA00110040
2022-11-03T08:00:33.0000000,463,DA00110041
2022-11-03T08:07:47.0000000,481,DA00110041
2022-11-03T08:06:30.0000000,469,DA00110041
2022-11-03T08:00:05.0000000,484,DA00110040
2022-11-03T08:09:56.0000000,485,DA00110032
2022-11-03T08:08:50.0000000,487,DA00110032
2022-11-03T08:12:03.0000000,498,DA00110039
2022-11-03T08:09:27.0000000,434,DA00110031
2022-11-03T08:10:57.0000000,487,DA00110039
2022-11-03T08:09:40.0000000,420,DA00110038
2022-11-03T08:08:25.0000000,433,DA00110038
2022-11-03T08:00:08.0000000,460,DA00110039
2022-11-03T08:02:29.0000000,434,DA00110038
2022-11-03T08:00:09.0000000,441,DA00110038
2022-11-03T08:01:24.0000000,433,DA00110038
2022-11-03T08:09:46.0000000,559,DA00110037
2022-11-03T08:13:20.0000000,580,DA00110037
2022-11-03T08:12:15.0000000,568,DA00110037
2022-11-03T08:11:01.0000000,558,DA00110037
2022-11-03T08:08:39.0000000,539,DA00110037
2022-11-03T08:07:25.0000000,555,DA00110037
2022-11-03T08:06:19.0000000,542,DA00110037
2022-11-03T08:02:25.0000000,456,DA00110049
2022-11-03T08:05:06.0000000,518,DA00110037
2022-11-03T08:03:59.0000000,541,DA00110037
2022-11-03T08:13:33.0000000,442,DA00130001
2022-11-03T08:00:26.0000000,531,DA00110037
2022-11-03T08:01:31.0000000,542,DA00110037
2022-11-03T08:02:46.0000000,543,DA00110037
2022-11-03T08:12:31.0000000,495,DA00110036
2022-11-03T08:08:53.0000000,496,DA00110036
2022-11-03T08:10:08.0000000,491,DA00110036
2022-11-03T08:07:48.0000000,489,DA00110036
2022-11-03T08:11:14.0000000,491,DA00110036
2022-11-03T08:02:54.0000000,477,DA00110036
2022-11-03T08:04:09.0000000,463,DA00110036
2022-11-03T08:06:31.0000000,485,DA00110036
2022-11-03T08:05:15.0000000,483,DA00110036
2022-11-03T08:00:32.0000000,481,DA00110036
2022-11-03T08:01:49.0000000,497,DA00110036
2022-11-03T08:11:56.0000000,449,DA00110035
2022-11-03T08:13:10.0000000,468,DA00110035
2022-11-03T08:10:50.0000000,473,DA00110035
2022-11-03T08:09:35.0000000,482,DA00110035
2022-11-03T08:13:04.0000000,599,DA00110033
2022-11-03T08:11:55.0000000,608,DA00110033
2022-11-03T08:05:58.0000000,474,DA00110035
2022-11-03T08:07:13.0000000,455,DA00110035
2022-11-03T08:04:51.0000000,450,DA00110035
2022-11-03T08:08:28.0000000,468,DA00110035
2022-11-03T08:10:36.0000000,574,DA00110033
2022-11-03T08:09:31.0000000,586,DA00110033
2022-11-03T08:08:13.0000000,584,DA00110033
2022-11-03T08:03:36.0000000,471,DA00110035
2022-11-03T08:01:18.0000000,467,DA00110049
2022-11-03T08:01:14.0000000,463,DA00110035
2022-11-03T08:02:29.0000000,473,DA00110035
2022-11-03T08:02:16.0000000,522,DA00110033
2022-11-03T08:06:13.0000000,467,DA00110032
2022-11-03T08:07:32.0000000,477,DA00110032
2022-11-03T08:11:42.0000000,563,DA00130003
2022-11-03T08:14:06.0000000,583,DA00130003
2022-11-03T08:13:01.0000000,577,DA00130003
2022-11-03T08:05:08.0000000,466,DA00110032
2022-11-03T08:03:53.0000000,467,DA00110032
2022-11-03T08:02:32.0000000,460,DA00110032
2022-11-03T08:08:22.0000000,448,DA00110031
2022-11-03T08:07:05.0000000,443,DA00110031
2022-11-03T08:03:29.0000000,455,DA00110031
2022-11-03T08:01:05.0000000,451,DA00110031
2022-11-03T08:05:51.0000000,442,DA00110031
2022-11-03T08:02:24.0000000,443,DA00110031
2022-11-03T08:04:46.0000000,446,DA00110031
2022-11-03T08:00:50.0000000,570,DA00130003
2022-11-03T08:06:55.0000000,566,DA00130003
2022-11-03T08:05:37.0000000,574,DA00130003
2022-11-03T08:01:55.0000000,572,DA00130003
2022-11-03T08:09:19.0000000,572,DA00130003
2022-11-03T08:04:32.0000000,549,DA00130003
2022-11-03T08:08:00.0000000,563,DA00130003
2022-11-03T08:10:37.0000000,592,DA00130003
2022-11-03T08:03:14.0000000,552,DA00130003
2022-11-03T08:04:59.0000000,425,DA00130002
2022-11-03T08:02:37.0000000,414,DA00130002
2022-11-03T08:03:54.0000000,429,DA00130002
2022-11-03T08:04:05.0000000,442,DA00130001
2022-11-03T08:12:27.0000000,445,DA00130001
2022-11-03T08:11:13.0000000,444,DA00130001
2022-11-03T08:02:59.0000000,437,DA00130001
2022-11-03T08:09:59.0000000,433,DA00130001
2022-11-03T08:01:31.0000000,433,DA00130002
2022-11-03T08:00:13.0000000,452,DA00130002
2022-11-03T08:01:45.0000000,433,DA00130001
2022-11-03T08:00:39.0000000,443,DA00130001
2022-11-03T07:58:54.0000000,493,DA00110047
2022-11-03T07:53:57.0000000,470,DA00110034
2022-11-03T07:59:39.0000000,419,AMNO-03
2022-11-03T07:52:51.0000000,467,DA00110034
2022-11-03T07:51:36.0000000,468,DA00110034
2022-11-03T07:49:16.0000000,472,DA00110034
2022-11-03T07:48:03.0000000,456,DA00110034
2022-11-03T07:50:21.0000000,464,DA00110034
2022-11-03T07:52:41.0000000,475,DA00110043
2022-11-03T07:53:48.0000000,410,AMNO-03
2022-11-03T07:58:28.0000000,434,AMNO-03
2022-11-03T07:56:06.0000000,422,AMNO-03
2022-11-03T07:57:17.0000000,430,AMNO-03
2022-11-03T07:52:37.0000000,416,AMNO-03
2022-11-03T07:51:27.0000000,412,AMNO-03
2022-11-03T07:50:16.0000000,418,AMNO-03
2022-11-03T07:47:57.0000000,418,AMNO-03
2022-11-03T07:46:45.0000000,413,AMNO-03
2022-11-03T07:45:34.0000000,430,AMNO-03
2022-11-03T07:59:04.0000000,505,DA00100001
2022-11-03T07:57:37.0000000,503,DA00110047
2022-11-03T07:56:32.0000000,499,DA00110047
2022-11-03T07:55:15.0000000,493,DA00110047
2022-11-03T07:52:52.0000000,490,DA00110047
2022-11-03T07:51:34.0000000,476,DA00110047
2022-11-03T07:50:28.0000000,474,DA00110047
2022-11-03T07:53:58.0000000,514,DA00110047
2022-11-03T07:49:12.0000000,482,DA00110047
2022-11-03T07:59:41.0000000,484,DA00110042
2022-11-03T07:47:57.0000000,469,DA00110047
2022-11-03T07:57:58.0000000,490,DA00100001
2022-11-03T07:56:42.0000000,494,DA00100001
2022-11-03T07:53:05.0000000,483,DA00100001
2022-11-03T07:54:20.0000000,503,DA00100001
2022-11-03T07:55:37.0000000,511,DA00100001
2022-11-03T07:51:58.0000000,488,DA00100001
2022-11-03T07:50:44.0000000,481,DA00100001
2022-11-03T07:57:45.0000000,479,DA00110045
2022-11-03T07:59:04.0000000,483,DA00110045
2022-11-03T07:49:39.0000000,473,DA00100001
2022-11-03T07:48:21.0000000,479,DA00100001
2022-11-03T07:47:05.0000000,464,DA00100001
2022-11-03T07:45:59.0000000,468,DA00100001
2022-11-03T07:56:40.0000000,467,DA00110045
2022-11-03T07:55:24.0000000,459,DA00110045
2022-11-03T07:54:08.0000000,462,DA00110045
2022-11-03T07:53:03.0000000,470,DA00110045
2022-11-03T07:50:41.0000000,469,DA00110045
2022-11-03T07:51:46.0000000,459,DA00110045
2022-11-03T07:47:03.0000000,470,DA00110045
2022-11-03T07:49:26.0000000,462,DA00110045
2022-11-03T07:48:08.0000000,452,DA00110045
2022-11-03T07:58:55.0000000,477,DA00110044
2022-11-03T07:45:45.0000000,455,DA00110045
2022-11-03T07:55:27.0000000,474,DA00110044
2022-11-03T07:56:32.0000000,473,DA00110044
2022-11-03T07:57:50.0000000,480,DA00110044
2022-11-03T07:51:50.0000000,466,DA00110044
2022-11-03T07:54:11.0000000,480,DA00110044
2022-11-03T07:50:33.0000000,465,DA00110044
2022-11-03T07:52:55.0000000,459,DA00110044
2022-11-03T07:48:13.0000000,452,DA00110044
2022-11-03T07:49:28.0000000,466,DA00110044
2022-11-03T07:46:57.0000000,469,DA00110044
2022-11-03T07:45:52.0000000,461,DA00110044
2022-11-03T07:59:28.0000000,452,DA00110041
2022-11-03T07:50:19.0000000,480,DA00110043
2022-11-03T07:51:36.0000000,471,DA00110043
2022-11-03T07:46:38.0000000,482,DA00110043
2022-11-03T07:49:02.0000000,459,DA00110043
2022-11-03T07:47:56.0000000,473,DA00110043
2022-11-03T07:45:32.0000000,469,DA00110043
2022-11-03T07:58:27.0000000,487,DA00110042
2022-11-03T07:56:08.0000000,478,DA00110042
2022-11-03T07:57:21.0000000,484,DA00110042
2022-11-03T07:55:02.0000000,492,DA00110042
2022-11-03T07:50:14.0000000,471,DA00110042
2022-11-03T07:52:34.0000000,479,DA00110042
2022-11-03T07:53:48.0000000,484,DA00110042
2022-11-03T07:51:28.0000000,457,DA00110042
2022-11-03T07:49:09.0000000,466,DA00110042
2022-11-03T07:46:40.0000000,444,DA00110042
2022-11-03T07:47:54.0000000,465,DA00110042
2022-11-03T07:51:53.0000000,466,DA00110032
2022-11-03T07:58:11.0000000,434,DA00110041
2022-11-03T07:55:49.0000000,437,DA00110041
2022-11-03T07:56:54.0000000,446,DA00110041
2022-11-03T07:58:51.0000000,488,DA00110040
2022-11-03T07:57:36.0000000,480,DA00110040
2022-11-03T07:54:31.0000000,439,DA00110041
2022-11-03T07:57:27.0000000,423,DA00110031
2022-11-03T07:56:22.0000000,450,DA00110031
2022-11-03T07:58:46.0000000,452,DA00110031
2022-11-03T07:53:26.0000000,454,DA00110041
2022-11-03T07:52:09.0000000,455,DA00110041
2022-11-03T07:50:49.0000000,447,DA00110041
2022-11-03T07:56:31.0000000,480,DA00110040
2022-11-03T07:55:17.0000000,475,DA00110040
2022-11-03T07:51:52.0000000,455,DA00110040
2022-11-03T07:54:11.0000000,474,DA00110040
2022-11-03T07:52:57.0000000,471,DA00110040
2022-11-03T07:57:51.0000000,417,DA00110038
2022-11-03T07:59:04.0000000,433,DA00110038
2022-11-03T07:59:02.0000000,472,DA00110039
2022-11-03T07:50:37.0000000,472,DA00110040
2022-11-03T07:49:23.0000000,477,DA00110040
2022-11-03T07:48:17.0000000,471,DA00110040
2022-11-03T07:47:03.0000000,481,DA00110040
2022-11-03T07:45:58.0000000,460,DA00110040
2022-11-03T07:47:06.0000000,471,DA00110039
2022-11-03T07:48:11.0000000,469,DA00110039
2022-11-03T07:45:48.0000000,442,DA00110039
2022-11-03T07:56:19.0000000,484,DA00110033
2022-11-03T07:56:43.0000000,427,DA00110038
2022-11-03T07:59:12.0000000,509,DA00110037
2022-11-03T07:45:58.0000000,427,DA00110038
2022-11-03T07:55:37.0000000,501,DA00110037
2022-11-03T07:56:52.0000000,505,DA00110037
2022-11-03T07:58:06.0000000,510,DA00110037
2022-11-03T07:59:17.0000000,483,DA00110036
2022-11-03T07:58:11.0000000,485,DA00110036
2022-11-03T07:52:12.0000000,490,DA00110037
2022-11-03T07:54:32.0000000,502,DA00110037
2022-11-03T07:53:18.0000000,494,DA00110037
2022-11-03T07:50:58.0000000,488,DA00110037
2022-11-03T07:48:38.0000000,490,DA00110037
2022-11-03T07:49:44.0000000,492,DA00110037
2022-11-03T07:46:18.0000000,490,DA00110037
2022-11-03T07:45:04.0000000,494,DA00110037
2022-11-03T07:47:24.0000000,498,DA00110037
2022-11-03T07:58:51.0000000,449,DA00110035
2022-11-03T07:57:35.0000000,461,DA00110035
2022-11-03T07:56:56.0000000,484,DA00110036
2022-11-03T07:52:13.0000000,466,DA00110036
2022-11-03T07:55:50.0000000,487,DA00110036
2022-11-03T07:48:47.0000000,453,DA00110036
2022-11-03T07:56:29.0000000,443,DA00110035
2022-11-03T07:55:13.0000000,468,DA00110035
2022-11-03T07:53:54.0000000,454,DA00110035
2022-11-03T07:50:26.0000000,493,DA00110035
2022-11-03T07:52:49.0000000,489,DA00110035
2022-11-03T07:51:32.0000000,474,DA00110035
2022-11-03T07:46:47.0000000,452,DA00110035
2022-11-03T07:49:10.0000000,454,DA00110035
2022-11-03T07:47:52.0000000,448,DA00110035
2022-11-03T07:49:31.0000000,445,DA00110032
2022-11-03T07:45:30.0000000,463,DA00110035
2022-11-03T07:50:37.0000000,453,DA00110032
2022-11-03T07:48:12.0000000,465,DA00110032
2022-11-03T07:59:32.0000000,570,DA00130003
2022-11-03T07:58:16.0000000,554,DA00130003
2022-11-03T07:54:15.0000000,412,DA00130002
2022-11-03T07:52:57.0000000,419,DA00130002
2022-11-03T07:52:46.0000000,444,DA00110031
2022-11-03T07:55:05.0000000,437,DA00110031
2022-11-03T07:53:51.0000000,438,DA00110031
2022-11-03T07:50:23.0000000,441,DA00110031
2022-11-03T07:49:04.0000000,437,DA00110031
2022-11-03T07:51:28.0000000,433,DA00110031
2022-11-03T07:57:55.0000000,471,DA00130004
2022-11-03T07:47:49.0000000,444,DA00110031
2022-11-03T07:46:44.0000000,429,DA00110031
2022-11-03T07:45:26.0000000,419,DA00110031
2022-11-03T07:57:11.0000000,548,DA00130003
2022-11-03T07:53:30.0000000,529,DA00130003
2022-11-03T07:55:52.0000000,535,DA00130003
2022-11-03T07:51:10.0000000,538,DA00130003
2022-11-03T07:52:15.0000000,527,DA00130003
2022-11-03T07:54:47.0000000,535,DA00130003
2022-11-03T07:49:51.0000000,523,DA00130003
2022-11-03T07:47:28.0000000,554,DA00130003
2022-11-03T07:48:45.0000000,529,DA00130003
2022-11-03T07:45:06.0000000,527,DA00130003
2022-11-03T07:46:11.0000000,517,DA00130003
2022-11-03T07:51:51.0000000,427,DA00130002
2022-11-03T07:50:33.0000000,423,DA00130002
2022-11-03T07:49:27.0000000,412,DA00130002
2022-11-03T07:48:08.0000000,439,DA00130002
2022-11-03T07:59:22.0000000,438,DA00130001
2022-11-03T07:58:17.0000000,444,DA00130001
2022-11-03T07:55:49.0000000,437,DA00130001
2022-11-03T07:57:02.0000000,434,DA00130001
2022-11-03T07:54:42.0000000,429,DA00130001
2022-11-03T07:47:26.0000000,427,DA00130001
2022-11-03T07:45:06.0000000,430,DA00130001
2022-11-03T07:46:21.0000000,432,DA00130001
2022-11-03T07:48:42.0000000,432,DA00130001
2022-11-03T07:49:47.0000000,438,DA00130001
2022-11-03T07:53:25.0000000,438,DA00130001
2022-11-03T07:52:07.0000000,440,DA00130001
2022-11-03T07:51:01.0000000,438,DA00130001
2022-11-03T07:42:10.0000000,447,DA00110034
2022-11-03T07:41:03.0000000,441,DA00110034
2022-11-03T07:39:50.0000000,457,DA00110034
2022-11-03T07:38:32.0000000,441,DA00110034
2022-11-03T07:31:31.0000000,448,DA00110034
2022-11-03T07:30:18.0000000,441,DA00110034
2022-11-03T07:37:24.0000000,442,DA00110034
2022-11-03T07:40:57.0000000,422,AMNO-03
2022-11-03T07:39:46.0000000,421,AMNO-03
2022-11-03T07:36:17.0000000,418,AMNO-03
2022-11-03T07:38:35.0000000,419,AMNO-03
2022-11-03T07:35:06.0000000,413,AMNO-03
2022-11-03T07:32:44.0000000,422,AMNO-03
2022-11-03T07:33:54.0000000,412,AMNO-03
2022-11-03T07:30:25.0000000,416,AMNO-03
2022-11-03T07:42:02.0000000,501,DA00110047
2022-11-03T07:40:57.0000000,480,DA00110047
2022-11-03T07:39:39.0000000,491,DA00110047
2022-11-03T07:38:34.0000000,510,DA00110047
2022-11-03T07:37:18.0000000,521,DA00110047
2022-11-03T07:36:00.0000000,514,DA00110047
2022-11-03T07:34:55.0000000,480,DA00110047
